Id Cuenta;Marca;Nombre;Cantidad;;;;;;
3866;Marca_4;Producto_4580;20;;;;;;
408;Marca_4;Producto_7;76;;;;;;
124;Marca_1;Producto_3677;15;;;;;;
3603;Marca_2;Producto_4675;30;;;;;;
3021;Marca_2;Producto_723;41;;;;;;
2360;Marca_3;Producto_1869;6;;;;;;
990;Marca_2;Producto_3157;78;;;;;;
3168;Marca_5;Producto_4150;3;;;;;;
1770;Marca_4;Producto_389;2;;;;;;
1888;Marca_5;Producto_307;8;;;;;;
736;Marca_1;Producto_3698;5;;;;;;
3666;Marca_4;Producto_220;3;;;;;;
1051;Marca_5;Producto_2331;3;;;;;;
2992;Marca_1;Producto_4298;9;;;;;;
800;Marca_5;Producto_2714;2;;;;;;
751;Marca_4;Producto_2166;9;;;;;;
3911;Marca_1;Producto_2912;5;;;;;;
1746;Marca_4;Producto_1008;8;;;;;;
443;Marca_3;Producto_3406;1;;;;;;
3502;Marca_3;Producto_1826;3;;;;;;
3588;Marca_3;Producto_1714;29;;;;;;
2231;Marca_5;Producto_212;16;;;;;;
2124;Marca_5;Producto_2115;64;;;;;;
407;Marca_2;Producto_3596;38;;;;;;
577;Marca_1;Producto_2134;80;;;;;;
495;Marca_2;Producto_2699;31;;;;;;
374;Marca_2;Producto_1005;24;;;;;;
1433;Marca_5;Producto_4291;22;;;;;;
1857;Marca_4;Producto_3727;1;;;;;;
1287;Marca_2;Producto_1018;15;;;;;;
1714;Marca_5;Producto_1476;23;;;;;;
2673;Marca_2;Producto_2926;76;;;;;;
1157;Marca_4;Producto_3621;44;;;;;;
867;Marca_5;Producto_3928;61;;;;;;
386;Marca_1;Producto_4341;2;;;;;;
1886;Marca_4;Producto_2582;32;;;;;;
3116;Marca_1;Producto_4037;28;;;;;;
2857;Marca_3;Producto_3922;4;;;;;;
2535;Marca_3;Producto_2798;3;;;;;;
2813;Marca_1;Producto_3675;7;;;;;;
2711;Marca_3;Producto_337;25;;;;;;
621;Marca_4;Producto_3025;44;;;;;;
937;Marca_4;Producto_3717;1;;;;;;
1748;Marca_3;Producto_3226;7;;;;;;
3851;Marca_2;Producto_292;57;;;;;;
2070;Marca_5;Producto_4690;31;;;;;;
1892;Marca_5;Producto_869;24;;;;;;
2339;Marca_4;Producto_3096;45;;;;;;
1161;Marca_4;Producto_2313;12;;;;;;
1398;Marca_2;Producto_4579;4;;;;;;
1661;Marca_2;Producto_739;3;;;;;;
2878;Marca_4;Producto_960;16;;;;;;
1960;Marca_5;Producto_4900;14;;;;;;
3081;Marca_2;Producto_4992;13;;;;;;
1626;Marca_5;Producto_4018;23;;;;;;
1826;Marca_3;Producto_4504;8;;;;;;
447;Marca_2;Producto_3977;61;;;;;;
788;Marca_3;Producto_1454;40;;;;;;
1729;Marca_1;Producto_2161;18;;;;;;
3222;Marca_2;Producto_2514;30;;;;;;
646;Marca_1;Producto_1787;31;;;;;;
3439;Marca_1;Producto_4571;3;;;;;;
450;Marca_5;Producto_1705;28;;;;;;
392;Marca_5;Producto_1154;26;;;;;;
63;Marca_3;Producto_842;15;;;;;;
3443;Marca_4;Producto_4413;1;;;;;;
1894;Marca_3;Producto_3866;1;;;;;;
3666;Marca_4;Producto_4017;11;;;;;;
1774;Marca_5;Producto_2822;7;;;;;;
2385;Marca_1;Producto_538;39;;;;;;
2922;Marca_1;Producto_3180;54;;;;;;
3484;Marca_1;Producto_1709;23;;;;;;
231;Marca_1;Producto_643;52;;;;;;
1439;Marca_4;Producto_193;3;;;;;;
3401;Marca_1;Producto_1969;19;;;;;;
3132;Marca_2;Producto_4435;67;;;;;;
1273;Marca_5;Producto_307;3;;;;;;
2389;Marca_5;Producto_808;16;;;;;;
3577;Marca_1;Producto_1449;28;;;;;;
401;Marca_2;Producto_3475;30;;;;;;
2638;Marca_3;Producto_2323;21;;;;;;
233;Marca_5;Producto_4113;4;;;;;;
3241;Marca_2;Producto_508;38;;;;;;
2930;Marca_1;Producto_3035;34;;;;;;
1821;Marca_1;Producto_1337;23;;;;;;
1142;Marca_4;Producto_2474;8;;;;;;
491;Marca_4;Producto_2653;55;;;;;;
2424;Marca_5;Producto_2572;3;;;;;;
1908;Marca_4;Producto_3578;5;;;;;;
734;Marca_3;Producto_4545;38;;;;;;
2769;Marca_4;Producto_2831;12;;;;;;
1725;Marca_4;Producto_2372;72;;;;;;
2931;Marca_1;Producto_4426;41;;;;;;
3892;Marca_1;Producto_4065;3;;;;;;
1251;Marca_5;Producto_806;67;;;;;;
73;Marca_3;Producto_4981;11;;;;;;
2237;Marca_1;Producto_3330;24;;;;;;
593;Marca_4;Producto_4692;16;;;;;;
699;Marca_1;Producto_4937;4;;;;;;
3215;Marca_2;Producto_4654;66;;;;;;
451;Marca_2;Producto_3117;29;;;;;;
1393;Marca_5;Producto_1890;4;;;;;;
1170;Marca_4;Producto_2667;87;;;;;;
3489;Marca_1;Producto_2912;2;;;;;;
1317;Marca_5;Producto_4082;64;;;;;;
668;Marca_5;Producto_4793;27;;;;;;
2301;Marca_4;Producto_4570;6;;;;;;
3477;Marca_2;Producto_2690;28;;;;;;
1672;Marca_2;Producto_2890;3;;;;;;
456;Marca_2;Producto_3001;32;;;;;;
1225;Marca_2;Producto_3468;35;;;;;;
2388;Marca_2;Producto_724;2;;;;;;
2690;Marca_3;Producto_160;2;;;;;;
3300;Marca_4;Producto_3560;55;;;;;;
2171;Marca_5;Producto_2277;10;;;;;;
1489;Marca_3;Producto_4766;38;;;;;;
695;Marca_1;Producto_4556;55;;;;;;
1468;Marca_2;Producto_3435;22;;;;;;
3272;Marca_3;Producto_4872;16;;;;;;
1610;Marca_1;Producto_3570;5;;;;;;
725;Marca_5;Producto_151;1;;;;;;
1276;Marca_5;Producto_2613;48;;;;;;
1683;Marca_4;Producto_3974;56;;;;;;
336;Marca_1;Producto_3765;58;;;;;;
347;Marca_2;Producto_4965;23;;;;;;
1865;Marca_2;Producto_454;50;;;;;;
2351;Marca_5;Producto_4093;4;;;;;;
1225;Marca_3;Producto_3704;23;;;;;;
3159;Marca_2;Producto_576;5;;;;;;
3040;Marca_4;Producto_2444;16;;;;;;
2837;Marca_4;Producto_2647;25;;;;;;
316;Marca_3;Producto_2921;29;;;;;;
3892;Marca_5;Producto_1262;2;;;;;;
1420;Marca_3;Producto_2706;3;;;;;;
3367;Marca_3;Producto_849;3;;;;;;
2195;Marca_2;Producto_4508;38;;;;;;
168;Marca_1;Producto_1790;28;;;;;;
774;Marca_4;Producto_216;65;;;;;;
3081;Marca_4;Producto_1770;20;;;;;;
34;Marca_4;Producto_4794;3;;;;;;
2020;Marca_3;Producto_3906;13;;;;;;
3311;Marca_3;Producto_1360;3;;;;;;
1350;Marca_2;Producto_19;3;;;;;;
1755;Marca_5;Producto_4105;17;;;;;;
3709;Marca_3;Producto_4591;6;;;;;;
1358;Marca_2;Producto_2399;54;;;;;;
2301;Marca_5;Producto_4830;2;;;;;;
1288;Marca_1;Producto_1449;79;;;;;;
3504;Marca_3;Producto_1747;53;;;;;;
2381;Marca_4;Producto_825;35;;;;;;
156;Marca_2;Producto_4783;68;;;;;;
1489;Marca_5;Producto_806;47;;;;;;
1343;Marca_5;Producto_1498;17;;;;;;
55;Marca_1;Producto_1491;41;;;;;;
1720;Marca_5;Producto_4888;49;;;;;;
3989;Marca_5;Producto_4667;9;;;;;;
1162;Marca_1;Producto_1095;2;;;;;;
983;Marca_4;Producto_2166;12;;;;;;
633;Marca_3;Producto_1027;9;;;;;;
2972;Marca_3;Producto_310;29;;;;;;
2339;Marca_4;Producto_1138;44;;;;;;
2951;Marca_4;Producto_267;9;;;;;;
2909;Marca_5;Producto_4916;69;;;;;;
164;Marca_1;Producto_411;2;;;;;;
2409;Marca_1;Producto_4776;2;;;;;;
2980;Marca_3;Producto_3917;28;;;;;;
1892;Marca_4;Producto_4990;14;;;;;;
204;Marca_5;Producto_3878;10;;;;;;
723;Marca_1;Producto_1283;39;;;;;;
398;Marca_1;Producto_587;6;;;;;;
2427;Marca_1;Producto_4473;42;;;;;;
3135;Marca_3;Producto_1826;3;;;;;;
3304;Marca_2;Producto_2239;2;;;;;;
2832;Marca_2;Producto_14;18;;;;;;
3352;Marca_3;Producto_922;20;;;;;;
3219;Marca_5;Producto_4558;26;;;;;;
3011;Marca_2;Producto_3828;33;;;;;;
3340;Marca_2;Producto_171;18;;;;;;
2222;Marca_4;Producto_4775;1;;;;;;
2865;Marca_5;Producto_2449;3;;;;;;
27;Marca_5;Producto_1023;20;;;;;;
3237;Marca_5;Producto_10;70;;;;;;
1316;Marca_3;Producto_1768;46;;;;;;
3419;Marca_2;Producto_4375;18;;;;;;
3129;Marca_1;Producto_2955;28;;;;;;
2212;Marca_2;Producto_704;33;;;;;;
2081;Marca_5;Producto_898;13;;;;;;
678;Marca_3;Producto_1451;8;;;;;;
3333;Marca_2;Producto_1342;36;;;;;;
2433;Marca_3;Producto_3251;25;;;;;;
2273;Marca_4;Producto_4502;13;;;;;;
2300;Marca_5;Producto_4167;1;;;;;;
3658;Marca_5;Producto_1535;17;;;;;;
1726;Marca_5;Producto_3960;33;;;;;;
1468;Marca_3;Producto_4276;29;;;;;;
2641;Marca_4;Producto_2451;15;;;;;;
335;Marca_2;Producto_3163;11;;;;;;
3038;Marca_4;Producto_844;3;;;;;;
3723;Marca_5;Producto_3626;37;;;;;;
1632;Marca_3;Producto_4296;14;;;;;;
2508;Marca_3;Producto_3906;27;;;;;;
915;Marca_4;Producto_3315;26;;;;;;
2769;Marca_3;Producto_1595;65;;;;;;
1349;Marca_5;Producto_4888;58;;;;;;
3487;Marca_2;Producto_2419;44;;;;;;
3669;Marca_3;Producto_3169;46;;;;;;
1972;Marca_4;Producto_1688;72;;;;;;
3380;Marca_3;Producto_1815;23;;;;;;
1584;Marca_1;Producto_3049;45;;;;;;
2519;Marca_2;Producto_1190;46;;;;;;
3493;Marca_4;Producto_220;16;;;;;;
984;Marca_4;Producto_2325;45;;;;;;
494;Marca_4;Producto_266;38;;;;;;
1489;Marca_5;Producto_1096;23;;;;;;
1321;Marca_1;Producto_2269;54;;;;;;
3412;Marca_5;Producto_1081;57;;;;;;
1807;Marca_5;Producto_3520;34;;;;;;
1061;Marca_5;Producto_4956;7;;;;;;
1888;Marca_2;Producto_1405;11;;;;;;
3499;Marca_5;Producto_2122;29;;;;;;
1445;Marca_4;Producto_2858;6;;;;;;
3281;Marca_1;Producto_128;21;;;;;;
2556;Marca_4;Producto_111;24;;;;;;
3585;Marca_4;Producto_1188;71;;;;;;
1014;Marca_1;Producto_4130;75;;;;;;
3349;Marca_1;Producto_1916;39;;;;;;
654;Marca_2;Producto_2420;10;;;;;;
1815;Marca_4;Producto_3302;1;;;;;;
1133;Marca_2;Producto_2508;57;;;;;;
295;Marca_4;Producto_216;83;;;;;;
2349;Marca_4;Producto_4901;35;;;;;;
1066;Marca_4;Producto_1789;10;;;;;;
733;Marca_4;Producto_1682;1;;;;;;
832;Marca_4;Producto_2451;40;;;;;;
313;Marca_1;Producto_1250;1;;;;;;
1080;Marca_1;Producto_4944;24;;;;;;
3410;Marca_2;Producto_370;18;;;;;;
3152;Marca_1;Producto_4430;68;;;;;;
2488;Marca_2;Producto_2543;11;;;;;;
2888;Marca_2;Producto_3486;11;;;;;;
2043;Marca_2;Producto_2109;4;;;;;;
1375;Marca_5;Producto_1590;16;;;;;;
404;Marca_3;Producto_621;18;;;;;;
1661;Marca_1;Producto_3453;70;;;;;;
173;Marca_5;Producto_4583;4;;;;;;
636;Marca_2;Producto_2543;13;;;;;;
1272;Marca_4;Producto_2143;65;;;;;;
2986;Marca_2;Producto_4078;31;;;;;;
3342;Marca_5;Producto_108;6;;;;;;
3061;Marca_4;Producto_3153;16;;;;;;
3555;Marca_5;Producto_623;36;;;;;;
2254;Marca_2;Producto_1493;35;;;;;;
42;Marca_5;Producto_595;10;;;;;;
628;Marca_3;Producto_4552;44;;;;;;
882;Marca_1;Producto_3436;56;;;;;;
525;Marca_1;Producto_1513;21;;;;;;
2601;Marca_5;Producto_2507;9;;;;;;
499;Marca_2;Producto_1562;42;;;;;;
1470;Marca_5;Producto_1264;7;;;;;;
1977;Marca_1;Producto_3374;34;;;;;;
1490;Marca_1;Producto_3590;20;;;;;;
9;Marca_5;Producto_2090;14;;;;;;
2228;Marca_3;Producto_3247;70;;;;;;
2106;Marca_2;Producto_3138;49;;;;;;
2445;Marca_5;Producto_2832;92;;;;;;
627;Marca_1;Producto_3261;50;;;;;;
1366;Marca_2;Producto_2859;1;;;;;;
617;Marca_4;Producto_3535;29;;;;;;
2211;Marca_1;Producto_2702;37;;;;;;
2084;Marca_3;Producto_3257;19;;;;;;
1893;Marca_3;Producto_845;6;;;;;;
362;Marca_5;Producto_1106;15;;;;;;
291;Marca_4;Producto_274;15;;;;;;
2304;Marca_4;Producto_791;93;;;;;;
2737;Marca_4;Producto_2736;14;;;;;;
3844;Marca_3;Producto_1282;35;;;;;;
2842;Marca_1;Producto_1919;81;;;;;;
2508;Marca_3;Producto_842;37;;;;;;
2413;Marca_4;Producto_1083;5;;;;;;
3825;Marca_1;Producto_4246;4;;;;;;
236;Marca_2;Producto_4521;23;;;;;;
2219;Marca_2;Producto_3181;70;;;;;;
2994;Marca_3;Producto_3956;40;;;;;;
3051;Marca_3;Producto_2028;7;;;;;;
177;Marca_4;Producto_1073;36;;;;;;
3842;Marca_5;Producto_3503;36;;;;;;
1150;Marca_1;Producto_4092;1;;;;;;
2165;Marca_5;Producto_2539;20;;;;;;
1326;Marca_5;Producto_3306;1;;;;;;
2800;Marca_2;Producto_2936;3;;;;;;
3126;Marca_5;Producto_1532;4;;;;;;
2571;Marca_2;Producto_3121;11;;;;;;
1114;Marca_1;Producto_1455;5;;;;;;
3306;Marca_3;Producto_4010;5;;;;;;
2143;Marca_4;Producto_3171;64;;;;;;
2764;Marca_5;Producto_3446;8;;;;;;
3591;Marca_5;Producto_456;80;;;;;;
917;Marca_2;Producto_2611;5;;;;;;
2990;Marca_2;Producto_4210;41;;;;;;
1132;Marca_1;Producto_995;8;;;;;;
3263;Marca_3;Producto_1528;26;;;;;;
2558;Marca_1;Producto_1025;78;;;;;;
3554;Marca_5;Producto_4303;27;;;;;;
1480;Marca_4;Producto_4792;77;;;;;;
230;Marca_1;Producto_1612;47;;;;;;
2520;Marca_1;Producto_3638;55;;;;;;
1611;Marca_2;Producto_3491;25;;;;;;
2060;Marca_4;Producto_3666;29;;;;;;
2643;Marca_2;Producto_2883;17;;;;;;
1598;Marca_2;Producto_2710;10;;;;;;
536;Marca_5;Producto_3985;59;;;;;;
3741;Marca_2;Producto_4461;13;;;;;;
1412;Marca_1;Producto_3415;77;;;;;;
1488;Marca_4;Producto_2758;1;;;;;;
809;Marca_5;Producto_4952;13;;;;;;
3443;Marca_1;Producto_2800;67;;;;;;
2873;Marca_2;Producto_946;12;;;;;;
562;Marca_5;Producto_312;15;;;;;;
1406;Marca_4;Producto_4499;5;;;;;;
3568;Marca_1;Producto_3701;1;;;;;;
1211;Marca_1;Producto_1055;60;;;;;;
1923;Marca_2;Producto_4339;15;;;;;;
3028;Marca_4;Producto_3861;12;;;;;;
636;Marca_3;Producto_2763;16;;;;;;
3515;Marca_5;Producto_565;52;;;;;;
377;Marca_5;Producto_4936;74;;;;;;
288;Marca_3;Producto_3876;13;;;;;;
1401;Marca_5;Producto_1129;10;;;;;;
1441;Marca_4;Producto_4951;37;;;;;;
679;Marca_1;Producto_3088;1;;;;;;
2780;Marca_3;Producto_299;2;;;;;;
2077;Marca_4;Producto_74;18;;;;;;
3033;Marca_4;Producto_3727;3;;;;;;
529;Marca_1;Producto_3590;22;;;;;;
1372;Marca_2;Producto_4521;5;;;;;;
344;Marca_5;Producto_385;55;;;;;;
1115;Marca_4;Producto_690;11;;;;;;
3895;Marca_2;Producto_706;10;;;;;;
3237;Marca_4;Producto_3405;23;;;;;;
2633;Marca_2;Producto_4399;17;;;;;;
2445;Marca_2;Producto_1390;2;;;;;;
963;Marca_5;Producto_977;23;;;;;;
962;Marca_4;Producto_1214;44;;;;;;
999;Marca_2;Producto_4982;50;;;;;;
2921;Marca_4;Producto_2538;45;;;;;;
2514;Marca_4;Producto_2554;9;;;;;;
845;Marca_2;Producto_3769;30;;;;;;
2608;Marca_1;Producto_1380;17;;;;;;
3279;Marca_3;Producto_1267;30;;;;;;
2846;Marca_2;Producto_3114;87;;;;;;
3208;Marca_4;Producto_3250;24;;;;;;
2555;Marca_4;Producto_4112;13;;;;;;
3947;Marca_5;Producto_1154;16;;;;;;
2094;Marca_5;Producto_3962;7;;;;;;
1899;Marca_5;Producto_4029;13;;;;;;
3333;Marca_5;Producto_4897;2;;;;;;
2761;Marca_1;Producto_94;56;;;;;;
1466;Marca_3;Producto_918;18;;;;;;
1122;Marca_2;Producto_2128;1;;;;;;
2763;Marca_2;Producto_171;3;;;;;;
3091;Marca_1;Producto_1678;5;;;;;;
1786;Marca_5;Producto_1368;23;;;;;;
2226;Marca_5;Producto_2745;25;;;;;;
1547;Marca_4;Producto_640;36;;;;;;
1724;Marca_4;Producto_785;18;;;;;;
2624;Marca_4;Producto_1767;11;;;;;;
3416;Marca_5;Producto_1634;15;;;;;;
2859;Marca_2;Producto_2942;46;;;;;;
3805;Marca_3;Producto_924;11;;;;;;
1293;Marca_1;Producto_3152;25;;;;;;
1707;Marca_4;Producto_3805;27;;;;;;
2540;Marca_5;Producto_3988;25;;;;;;
1671;Marca_1;Producto_4201;9;;;;;;
983;Marca_4;Producto_1993;1;;;;;;
2503;Marca_3;Producto_921;2;;;;;;
634;Marca_5;Producto_1113;3;;;;;;
2708;Marca_3;Producto_4452;57;;;;;;
3285;Marca_3;Producto_4538;8;;;;;;
3388;Marca_1;Producto_1834;2;;;;;;
3827;Marca_3;Producto_715;13;;;;;;
2299;Marca_3;Producto_4563;42;;;;;;
2253;Marca_5;Producto_4667;9;;;;;;
830;Marca_5;Producto_2930;27;;;;;;
605;Marca_5;Producto_1238;17;;;;;;
737;Marca_3;Producto_1845;1;;;;;;
1804;Marca_1;Producto_404;57;;;;;;
911;Marca_3;Producto_3964;4;;;;;;
2864;Marca_1;Producto_2645;41;;;;;;
2674;Marca_2;Producto_2634;31;;;;;;
27;Marca_5;Producto_1203;4;;;;;;
214;Marca_2;Producto_3575;13;;;;;;
1943;Marca_5;Producto_3880;19;;;;;;
1121;Marca_1;Producto_2113;34;;;;;;
1216;Marca_2;Producto_674;17;;;;;;
2861;Marca_1;Producto_4493;4;;;;;;
3864;Marca_4;Producto_1619;53;;;;;;
2011;Marca_2;Producto_610;82;;;;;;
3889;Marca_4;Producto_3234;28;;;;;;
794;Marca_3;Producto_3998;48;;;;;;
314;Marca_4;Producto_1659;27;;;;;;
357;Marca_4;Producto_817;12;;;;;;
3229;Marca_1;Producto_4896;1;;;;;;
1811;Marca_5;Producto_2771;67;;;;;;
1395;Marca_3;Producto_4149;17;;;;;;
2690;Marca_4;Producto_1665;1;;;;;;
1406;Marca_2;Producto_724;2;;;;;;
1239;Marca_2;Producto_3828;31;;;;;;
562;Marca_1;Producto_2424;37;;;;;;
3088;Marca_2;Producto_548;3;;;;;;
2727;Marca_3;Producto_692;1;;;;;;
1234;Marca_5;Producto_3767;12;;;;;;
1245;Marca_1;Producto_3146;64;;;;;;
1392;Marca_3;Producto_1754;11;;;;;;
3428;Marca_4;Producto_3609;1;;;;;;
2432;Marca_3;Producto_1647;17;;;;;;
1252;Marca_4;Producto_2445;14;;;;;;
2826;Marca_3;Producto_4915;25;;;;;;
1888;Marca_5;Producto_4952;29;;;;;;
2232;Marca_4;Producto_4673;21;;;;;;
1711;Marca_5;Producto_4767;3;;;;;;
2050;Marca_5;Producto_813;43;;;;;;
3942;Marca_4;Producto_2038;18;;;;;;
509;Marca_5;Producto_3043;20;;;;;;
3594;Marca_2;Producto_3486;18;;;;;;
1832;Marca_4;Producto_2050;7;;;;;;
3725;Marca_2;Producto_4135;2;;;;;;
3970;Marca_5;Producto_4285;17;;;;;;
2716;Marca_3;Producto_17;54;;;;;;
3155;Marca_5;Producto_3792;2;;;;;;
844;Marca_5;Producto_1603;5;;;;;;
2169;Marca_4;Producto_3083;63;;;;;;
222;Marca_5;Producto_4559;50;;;;;;
401;Marca_3;Producto_4115;6;;;;;;
1962;Marca_1;Producto_243;7;;;;;;
3796;Marca_4;Producto_3982;8;;;;;;
3729;Marca_2;Producto_4041;5;;;;;;
2382;Marca_3;Producto_2484;5;;;;;;
350;Marca_2;Producto_4630;5;;;;;;
2883;Marca_3;Producto_3242;1;;;;;;
3842;Marca_1;Producto_1205;15;;;;;;
1027;Marca_1;Producto_4768;38;;;;;;
1945;Marca_2;Producto_3486;18;;;;;;
3463;Marca_5;Producto_1914;41;;;;;;
2574;Marca_5;Producto_2423;6;;;;;;
3389;Marca_2;Producto_2838;1;;;;;;
2668;Marca_4;Producto_957;7;;;;;;
2306;Marca_2;Producto_4159;14;;;;;;
128;Marca_2;Producto_4458;28;;;;;;
3047;Marca_4;Producto_4119;27;;;;;;
2180;Marca_2;Producto_1172;4;;;;;;
3623;Marca_3;Producto_2540;30;;;;;;
2365;Marca_3;Producto_2159;72;;;;;;
2597;Marca_1;Producto_2994;11;;;;;;
1615;Marca_4;Producto_327;28;;;;;;
1366;Marca_5;Producto_4510;19;;;;;;
765;Marca_1;Producto_1329;31;;;;;;
3619;Marca_3;Producto_1010;65;;;;;;
3072;Marca_4;Producto_111;53;;;;;;
3915;Marca_2;Producto_4173;23;;;;;;
179;Marca_5;Producto_2249;41;;;;;;
3932;Marca_2;Producto_562;2;;;;;;
1764;Marca_2;Producto_3719;20;;;;;;
373;Marca_5;Producto_965;18;;;;;;
2723;Marca_3;Producto_228;73;;;;;;
2517;Marca_1;Producto_104;1;;;;;;
588;Marca_5;Producto_3995;6;;;;;;
2094;Marca_5;Producto_1042;73;;;;;;
1216;Marca_2;Producto_12;25;;;;;;
1935;Marca_3;Producto_4635;4;;;;;;
244;Marca_3;Producto_921;55;;;;;;
1647;Marca_2;Producto_4982;4;;;;;;
2710;Marca_1;Producto_966;11;;;;;;
821;Marca_5;Producto_1280;13;;;;;;
1055;Marca_2;Producto_1211;30;;;;;;
876;Marca_2;Producto_4686;17;;;;;;
2432;Marca_5;Producto_694;19;;;;;;
3570;Marca_1;Producto_909;14;;;;;;
2481;Marca_2;Producto_1859;27;;;;;;
2457;Marca_3;Producto_1689;12;;;;;;
1504;Marca_3;Producto_3592;7;;;;;;
2777;Marca_4;Producto_4346;38;;;;;;
2727;Marca_5;Producto_1780;1;;;;;;
953;Marca_3;Producto_4834;22;;;;;;
3696;Marca_4;Producto_1644;31;;;;;;
3608;Marca_1;Producto_3896;32;;;;;;
724;Marca_2;Producto_1930;1;;;;;;
2078;Marca_4;Producto_743;67;;;;;;
729;Marca_5;Producto_343;13;;;;;;
2469;Marca_4;Producto_4380;33;;;;;;
742;Marca_1;Producto_4039;51;;;;;;
831;Marca_2;Producto_788;46;;;;;;
27;Marca_4;Producto_3366;22;;;;;;
2200;Marca_5;Producto_3476;15;;;;;;
2766;Marca_2;Producto_3561;6;;;;;;
2189;Marca_1;Producto_671;27;;;;;;
94;Marca_4;Producto_504;64;;;;;;
3445;Marca_3;Producto_692;36;;;;;;
913;Marca_3;Producto_2861;1;;;;;;
166;Marca_3;Producto_4517;36;;;;;;
208;Marca_4;Producto_2855;56;;;;;;
3692;Marca_2;Producto_2081;4;;;;;;
1561;Marca_1;Producto_2939;4;;;;;;
865;Marca_3;Producto_3247;22;;;;;;
345;Marca_4;Producto_1868;27;;;;;;
1179;Marca_3;Producto_3064;29;;;;;;
3926;Marca_2;Producto_636;37;;;;;;
2802;Marca_5;Producto_2762;12;;;;;;
2387;Marca_3;Producto_650;3;;;;;;
1990;Marca_4;Producto_2313;81;;;;;;
1352;Marca_2;Producto_4976;15;;;;;;
2087;Marca_3;Producto_1763;19;;;;;;
1038;Marca_3;Producto_1485;9;;;;;;
3751;Marca_4;Producto_44;15;;;;;;
1013;Marca_2;Producto_4086;27;;;;;;
2759;Marca_1;Producto_3894;35;;;;;;
2683;Marca_2;Producto_4786;18;;;;;;
1854;Marca_5;Producto_3372;21;;;;;;
2742;Marca_4;Producto_2902;20;;;;;;
1786;Marca_2;Producto_969;20;;;;;;
1750;Marca_4;Producto_1902;27;;;;;;
1865;Marca_5;Producto_2288;35;;;;;;
3043;Marca_5;Producto_2803;9;;;;;;
3185;Marca_5;Producto_3602;9;;;;;;
1434;Marca_3;Producto_2092;28;;;;;;
2418;Marca_2;Producto_475;8;;;;;;
2136;Marca_5;Producto_3667;23;;;;;;
1468;Marca_5;Producto_2348;62;;;;;;
3043;Marca_1;Producto_3630;6;;;;;;
