Id Cuenta;Marca;Nombre;Cantidad;;;;;;
1497;Marca_5;Producto_4081;4;;;;;;
2180;Marca_1;Producto_4756;23;;;;;;
1598;Marca_4;Producto_3396;4;;;;;;
3267;Marca_2;Producto_3699;21;;;;;;
2216;Marca_5;Producto_723;47;;;;;;
2067;Marca_1;Producto_2471;4;;;;;;
2863;Marca_5;Producto_2370;11;;;;;;
2337;Marca_5;Producto_1997;10;;;;;;
419;Marca_4;Producto_4628;18;;;;;;
746;Marca_2;Producto_2650;3;;;;;;
3922;Marca_3;Producto_4553;18;;;;;;
789;Marca_1;Producto_1624;5;;;;;;
3831;Marca_4;Producto_2882;21;;;;;;
2477;Marca_3;Producto_4276;48;;;;;;
3794;Marca_1;Producto_146;25;;;;;;
3053;Marca_2;Producto_2224;14;;;;;;
1266;Marca_2;Producto_3722;11;;;;;;
2475;Marca_3;Producto_55;53;;;;;;
3659;Marca_5;Producto_4776;39;;;;;;
2308;Marca_1;Producto_1416;11;;;;;;
3633;Marca_4;Producto_1058;3;;;;;;
2362;Marca_5;Producto_1524;13;;;;;;
770;Marca_3;Producto_550;24;;;;;;
3421;Marca_5;Producto_4588;35;;;;;;
1698;Marca_2;Producto_4352;53;;;;;;
2443;Marca_5;Producto_3060;65;;;;;;
3237;Marca_2;Producto_2245;33;;;;;;
3579;Marca_5;Producto_2619;49;;;;;;
736;Marca_3;Producto_493;33;;;;;;
1658;Marca_2;Producto_1746;11;;;;;;
2953;Marca_4;Producto_4227;15;;;;;;
2009;Marca_3;Producto_782;41;;;;;;
2181;Marca_2;Producto_4817;11;;;;;;
376;Marca_4;Producto_23;7;;;;;;
3842;Marca_5;Producto_2266;2;;;;;;
1931;Marca_2;Producto_4204;51;;;;;;
2910;Marca_4;Producto_787;17;;;;;;
3929;Marca_2;Producto_4148;1;;;;;;
639;Marca_4;Producto_1382;5;;;;;;
435;Marca_4;Producto_2252;92;;;;;;
745;Marca_1;Producto_3767;50;;;;;;
2094;Marca_3;Producto_1880;30;;;;;;
1241;Marca_2;Producto_1283;10;;;;;;
1705;Marca_2;Producto_2040;2;;;;;;
1640;Marca_4;Producto_3627;1;;;;;;
949;Marca_1;Producto_1090;33;;;;;;
751;Marca_2;Producto_2782;47;;;;;;
907;Marca_2;Producto_184;92;;;;;;
3509;Marca_4;Producto_2684;5;;;;;;
2398;Marca_5;Producto_1991;9;;;;;;
2318;Marca_4;Producto_2114;24;;;;;;
3328;Marca_5;Producto_3660;33;;;;;;
3469;Marca_4;Producto_4044;39;;;;;;
3479;Marca_2;Producto_1251;23;;;;;;
1866;Marca_3;Producto_2454;26;;;;;;
3244;Marca_3;Producto_606;1;;;;;;
415;Marca_4;Producto_309;42;;;;;;
481;Marca_4;Producto_208;2;;;;;;
1642;Marca_1;Producto_462;6;;;;;;
964;Marca_2;Producto_2068;29;;;;;;
694;Marca_2;Producto_3014;4;;;;;;
927;Marca_5;Producto_2793;41;;;;;;
2871;Marca_3;Producto_4297;31;;;;;;
351;Marca_3;Producto_2847;41;;;;;;
317;Marca_5;Producto_3253;64;;;;;;
2926;Marca_3;Producto_3340;4;;;;;;
365;Marca_5;Producto_1984;20;;;;;;
2390;Marca_4;Producto_4323;2;;;;;;
3636;Marca_2;Producto_785;1;;;;;;
3367;Marca_3;Producto_4763;50;;;;;;
634;Marca_5;Producto_235;13;;;;;;
338;Marca_3;Producto_2751;5;;;;;;
1730;Marca_3;Producto_4167;11;;;;;;
3622;Marca_3;Producto_4605;8;;;;;;
1509;Marca_2;Producto_2791;20;;;;;;
1118;Marca_4;Producto_2933;6;;;;;;
3530;Marca_4;Producto_688;13;;;;;;
3651;Marca_4;Producto_4934;32;;;;;;
847;Marca_2;Producto_844;5;;;;;;
2005;Marca_1;Producto_3160;3;;;;;;
358;Marca_2;Producto_3842;12;;;;;;
3170;Marca_1;Producto_691;68;;;;;;
715;Marca_2;Producto_4631;1;;;;;;
718;Marca_4;Producto_544;3;;;;;;
875;Marca_2;Producto_2138;23;;;;;;
3674;Marca_4;Producto_446;24;;;;;;
760;Marca_4;Producto_3682;34;;;;;;
3426;Marca_2;Producto_4506;58;;;;;;
3335;Marca_2;Producto_1908;2;;;;;;
1276;Marca_3;Producto_4903;21;;;;;;
3776;Marca_2;Producto_3464;1;;;;;;
2445;Marca_4;Producto_4176;40;;;;;;
3311;Marca_4;Producto_2219;53;;;;;;
572;Marca_3;Producto_2322;3;;;;;;
2188;Marca_1;Producto_3183;38;;;;;;
3334;Marca_4;Producto_1465;2;;;;;;
1537;Marca_2;Producto_2772;12;;;;;;
1894;Marca_4;Producto_1382;26;;;;;;
180;Marca_2;Producto_3014;15;;;;;;
3616;Marca_5;Producto_761;15;;;;;;
2723;Marca_4;Producto_1521;9;;;;;;
3328;Marca_1;Producto_2170;38;;;;;;
100;Marca_2;Producto_4522;54;;;;;;
1623;Marca_2;Producto_3831;2;;;;;;
1423;Marca_1;Producto_2646;26;;;;;;
1576;Marca_2;Producto_2835;26;;;;;;
1910;Marca_4;Producto_243;1;;;;;;
794;Marca_1;Producto_4756;8;;;;;;
82;Marca_4;Producto_401;20;;;;;;
21;Marca_1;Producto_2406;45;;;;;;
164;Marca_3;Producto_3462;22;;;;;;
1401;Marca_3;Producto_3658;3;;;;;;
2935;Marca_4;Producto_933;2;;;;;;
532;Marca_5;Producto_4025;70;;;;;;
2889;Marca_1;Producto_3172;44;;;;;;
175;Marca_1;Producto_1412;6;;;;;;
1929;Marca_4;Producto_4950;16;;;;;;
3140;Marca_4;Producto_1731;1;;;;;;
3439;Marca_3;Producto_1188;9;;;;;;
91;Marca_2;Producto_2139;6;;;;;;
1710;Marca_4;Producto_1158;12;;;;;;
2882;Marca_4;Producto_1034;32;;;;;;
2420;Marca_2;Producto_1252;6;;;;;;
1679;Marca_3;Producto_2795;67;;;;;;
3600;Marca_1;Producto_2277;46;;;;;;
1978;Marca_5;Producto_103;43;;;;;;
3611;Marca_5;Producto_2041;20;;;;;;
3118;Marca_4;Producto_230;42;;;;;;
2891;Marca_4;Producto_3562;28;;;;;;
1417;Marca_2;Producto_547;20;;;;;;
615;Marca_3;Producto_4771;24;;;;;;
1247;Marca_1;Producto_1459;1;;;;;;
3188;Marca_5;Producto_3385;8;;;;;;
1359;Marca_2;Producto_3251;61;;;;;;
2464;Marca_5;Producto_928;30;;;;;;
3845;Marca_5;Producto_4917;34;;;;;;
2251;Marca_2;Producto_1095;15;;;;;;
3477;Marca_2;Producto_2662;17;;;;;;
3039;Marca_1;Producto_3267;4;;;;;;
571;Marca_4;Producto_3347;2;;;;;;
273;Marca_5;Producto_761;11;;;;;;
2290;Marca_4;Producto_4500;13;;;;;;
3779;Marca_2;Producto_1252;5;;;;;;
2755;Marca_3;Producto_3195;52;;;;;;
173;Marca_4;Producto_4052;79;;;;;;
2650;Marca_1;Producto_1668;41;;;;;;
3642;Marca_2;Producto_2059;16;;;;;;
3003;Marca_3;Producto_740;4;;;;;;
1411;Marca_1;Producto_1222;36;;;;;;
2049;Marca_5;Producto_1976;32;;;;;;
2228;Marca_3;Producto_1259;37;;;;;;
198;Marca_2;Producto_3145;25;;;;;;
870;Marca_3;Producto_1425;45;;;;;;
3542;Marca_5;Producto_4302;31;;;;;;
1058;Marca_2;Producto_3925;47;;;;;;
1175;Marca_5;Producto_886;6;;;;;;
1483;Marca_4;Producto_3021;2;;;;;;
2883;Marca_5;Producto_3006;3;;;;;;
1830;Marca_1;Producto_4503;39;;;;;;
2455;Marca_5;Producto_278;38;;;;;;
2555;Marca_1;Producto_4720;82;;;;;;
2505;Marca_2;Producto_2816;4;;;;;;
1540;Marca_1;Producto_953;32;;;;;;
1156;Marca_3;Producto_3797;1;;;;;;
2188;Marca_3;Producto_396;4;;;;;;
706;Marca_4;Producto_931;10;;;;;;
1100;Marca_2;Producto_3868;5;;;;;;
3101;Marca_2;Producto_375;24;;;;;;
642;Marca_5;Producto_959;44;;;;;;
579;Marca_2;Producto_318;1;;;;;;
2942;Marca_2;Producto_2884;23;;;;;;
1924;Marca_5;Producto_434;4;;;;;;
1271;Marca_3;Producto_3954;15;;;;;;
755;Marca_2;Producto_4396;41;;;;;;
1762;Marca_5;Producto_4444;18;;;;;;
1664;Marca_2;Producto_3073;5;;;;;;
2753;Marca_4;Producto_1432;5;;;;;;
2806;Marca_3;Producto_538;4;;;;;;
2945;Marca_4;Producto_3313;3;;;;;;
3498;Marca_1;Producto_4781;4;;;;;;
342;Marca_3;Producto_4937;6;;;;;;
1645;Marca_1;Producto_38;17;;;;;;
1829;Marca_1;Producto_51;32;;;;;;
2741;Marca_4;Producto_3274;5;;;;;;
2584;Marca_4;Producto_4296;15;;;;;;
3229;Marca_4;Producto_2730;75;;;;;;
217;Marca_2;Producto_612;69;;;;;;
2273;Marca_1;Producto_2862;50;;;;;;
2415;Marca_2;Producto_3533;33;;;;;;
1203;Marca_3;Producto_325;55;;;;;;
1734;Marca_4;Producto_1514;12;;;;;;
335;Marca_5;Producto_2857;8;;;;;;
3933;Marca_3;Producto_1067;4;;;;;;
2876;Marca_4;Producto_4049;10;;;;;;
1216;Marca_5;Producto_3205;6;;;;;;
2022;Marca_1;Producto_1467;73;;;;;;
2612;Marca_2;Producto_3722;4;;;;;;
3061;Marca_4;Producto_4419;5;;;;;;
2719;Marca_5;Producto_4018;50;;;;;;
3246;Marca_4;Producto_3885;7;;;;;;
574;Marca_5;Producto_95;16;;;;;;
3753;Marca_1;Producto_457;27;;;;;;
551;Marca_5;Producto_4312;46;;;;;;
3442;Marca_5;Producto_1276;15;;;;;;
3360;Marca_1;Producto_4888;10;;;;;;
2270;Marca_3;Producto_511;9;;;;;;
1728;Marca_3;Producto_2711;7;;;;;;
3426;Marca_3;Producto_3380;5;;;;;;
1077;Marca_5;Producto_1822;3;;;;;;
1595;Marca_2;Producto_2216;22;;;;;;
306;Marca_3;Producto_3222;44;;;;;;
2983;Marca_5;Producto_913;22;;;;;;
1531;Marca_5;Producto_3865;20;;;;;;
3978;Marca_5;Producto_4150;6;;;;;;
1039;Marca_4;Producto_4487;25;;;;;;
1083;Marca_4;Producto_2498;1;;;;;;
3195;Marca_2;Producto_4643;8;;;;;;
841;Marca_1;Producto_1590;61;;;;;;
2262;Marca_3;Producto_2404;28;;;;;;
3867;Marca_3;Producto_590;55;;;;;;
2079;Marca_3;Producto_606;5;;;;;;
1744;Marca_5;Producto_15;11;;;;;;
1131;Marca_3;Producto_3217;57;;;;;;
823;Marca_4;Producto_1986;77;;;;;;
3656;Marca_5;Producto_1316;4;;;;;;
2505;Marca_2;Producto_3406;1;;;;;;
2124;Marca_3;Producto_4134;83;;;;;;
2353;Marca_4;Producto_1930;6;;;;;;
3017;Marca_5;Producto_1315;62;;;;;;
2450;Marca_2;Producto_4835;9;;;;;;
3802;Marca_5;Producto_1213;8;;;;;;
434;Marca_1;Producto_2346;36;;;;;;
2501;Marca_3;Producto_3143;59;;;;;;
2155;Marca_5;Producto_886;9;;;;;;
1708;Marca_2;Producto_2499;4;;;;;;
3282;Marca_5;Producto_3418;40;;;;;;
3173;Marca_1;Producto_1418;4;;;;;;
319;Marca_3;Producto_991;77;;;;;;
339;Marca_2;Producto_3748;38;;;;;;
2179;Marca_4;Producto_3916;69;;;;;;
2975;Marca_4;Producto_2550;59;;;;;;
3319;Marca_3;Producto_1291;9;;;;;;
1168;Marca_2;Producto_1454;15;;;;;;
1087;Marca_4;Producto_983;4;;;;;;
1236;Marca_2;Producto_774;17;;;;;;
899;Marca_2;Producto_3966;7;;;;;;
2223;Marca_5;Producto_508;3;;;;;;
3270;Marca_2;Producto_318;1;;;;;;
3141;Marca_5;Producto_1027;10;;;;;;
2355;Marca_3;Producto_1902;12;;;;;;
2158;Marca_1;Producto_2199;3;;;;;;
2046;Marca_5;Producto_595;9;;;;;;
1666;Marca_4;Producto_1985;55;;;;;;
3299;Marca_5;Producto_3298;55;;;;;;
2183;Marca_1;Producto_1350;6;;;;;;
3637;Marca_2;Producto_1402;18;;;;;;
1856;Marca_3;Producto_3310;8;;;;;;
257;Marca_1;Producto_3519;18;;;;;;
861;Marca_3;Producto_590;18;;;;;;
1098;Marca_2;Producto_2243;44;;;;;;
1606;Marca_4;Producto_1546;1;;;;;;
3708;Marca_2;Producto_179;55;;;;;;
769;Marca_3;Producto_4026;48;;;;;;
699;Marca_3;Producto_2366;1;;;;;;
3255;Marca_4;Producto_2023;27;;;;;;
2147;Marca_1;Producto_4781;1;;;;;;
3826;Marca_2;Producto_1639;17;;;;;;
2838;Marca_5;Producto_1213;63;;;;;;
2356;Marca_2;Producto_1389;12;;;;;;
3167;Marca_5;Producto_4727;2;;;;;;
3349;Marca_2;Producto_1267;76;;;;;;
1823;Marca_3;Producto_3802;30;;;;;;
1067;Marca_4;Producto_272;11;;;;;;
3195;Marca_2;Producto_1087;33;;;;;;
392;Marca_2;Producto_477;28;;;;;;
1421;Marca_1;Producto_4417;45;;;;;;
3735;Marca_3;Producto_2357;50;;;;;;
280;Marca_2;Producto_4592;37;;;;;;
917;Marca_4;Producto_1554;81;;;;;;
3012;Marca_3;Producto_3212;82;;;;;;
3356;Marca_1;Producto_2123;4;;;;;;
3773;Marca_2;Producto_2012;34;;;;;;
993;Marca_5;Producto_418;13;;;;;;
1004;Marca_5;Producto_4601;55;;;;;;
1747;Marca_1;Producto_1998;21;;;;;;
3022;Marca_1;Producto_142;53;;;;;;
3331;Marca_3;Producto_2179;16;;;;;;
750;Marca_4;Producto_3309;97;;;;;;
2162;Marca_3;Producto_4105;14;;;;;;
2672;Marca_2;Producto_4473;44;;;;;;
3602;Marca_3;Producto_1451;53;;;;;;
2444;Marca_3;Producto_2028;36;;;;;;
1566;Marca_5;Producto_2098;38;;;;;;
1222;Marca_1;Producto_1154;32;;;;;;
2672;Marca_3;Producto_614;14;;;;;;
3143;Marca_2;Producto_2707;16;;;;;;
2281;Marca_5;Producto_2952;37;;;;;;
598;Marca_1;Producto_2822;32;;;;;;
407;Marca_4;Producto_1572;21;;;;;;
2750;Marca_5;Producto_2234;63;;;;;;
2886;Marca_3;Producto_4532;4;;;;;;
3197;Marca_2;Producto_4148;26;;;;;;
3272;Marca_4;Producto_1703;2;;;;;;
2374;Marca_1;Producto_3847;58;;;;;;
375;Marca_3;Producto_4856;15;;;;;;
3612;Marca_2;Producto_1634;7;;;;;;
1948;Marca_2;Producto_4103;26;;;;;;
1076;Marca_1;Producto_2661;23;;;;;;
2756;Marca_2;Producto_4124;24;;;;;;
944;Marca_3;Producto_1373;5;;;;;;
760;Marca_4;Producto_3506;39;;;;;;
1523;Marca_4;Producto_3211;5;;;;;;
1509;Marca_4;Producto_3992;5;;;;;;
2520;Marca_2;Producto_356;51;;;;;;
3843;Marca_4;Producto_3935;55;;;;;;
882;Marca_5;Producto_2619;45;;;;;;
3803;Marca_4;Producto_3220;15;;;;;;
3743;Marca_3;Producto_2169;71;;;;;;
2960;Marca_3;Producto_1829;18;;;;;;
1341;Marca_3;Producto_987;44;;;;;;
2251;Marca_5;Producto_2331;2;;;;;;
1968;Marca_2;Producto_2291;32;;;;;;
2719;Marca_4;Producto_984;20;;;;;;
2216;Marca_2;Producto_1500;9;;;;;;
1852;Marca_3;Producto_1317;28;;;;;;
1220;Marca_5;Producto_2580;23;;;;;;
2424;Marca_2;Producto_2476;4;;;;;;
756;Marca_2;Producto_2365;45;;;;;;
1656;Marca_5;Producto_4342;2;;;;;;
1435;Marca_4;Producto_862;9;;;;;;
2122;Marca_5;Producto_4310;33;;;;;;
1065;Marca_4;Producto_2633;17;;;;;;
2803;Marca_1;Producto_1394;63;;;;;;
1617;Marca_1;Producto_1355;5;;;;;;
3838;Marca_1;Producto_2153;31;;;;;;
280;Marca_3;Producto_2366;19;;;;;;
368;Marca_4;Producto_1816;16;;;;;;
2187;Marca_2;Producto_3246;13;;;;;;
1268;Marca_1;Producto_3686;9;;;;;;
2718;Marca_3;Producto_1417;36;;;;;;
504;Marca_4;Producto_4144;11;;;;;;
3346;Marca_5;Producto_3385;14;;;;;;
1546;Marca_3;Producto_1216;15;;;;;;
750;Marca_1;Producto_4975;3;;;;;;
686;Marca_5;Producto_2223;5;;;;;;
2558;Marca_3;Producto_2694;11;;;;;;
2597;Marca_3;Producto_1672;11;;;;;;
346;Marca_1;Producto_1423;23;;;;;;
2932;Marca_4;Producto_3896;4;;;;;;
1787;Marca_5;Producto_1988;10;;;;;;
2409;Marca_5;Producto_4564;10;;;;;;
3483;Marca_5;Producto_4912;1;;;;;;
1194;Marca_4;Producto_4085;37;;;;;;
2784;Marca_5;Producto_481;36;;;;;;
1229;Marca_5;Producto_4310;28;;;;;;
536;Marca_3;Producto_4345;44;;;;;;
1244;Marca_3;Producto_181;13;;;;;;
2600;Marca_1;Producto_2966;7;;;;;;
2799;Marca_1;Producto_4670;12;;;;;;
3799;Marca_2;Producto_3067;1;;;;;;
3906;Marca_1;Producto_3316;29;;;;;;
3554;Marca_5;Producto_2934;27;;;;;;
323;Marca_1;Producto_2152;28;;;;;;
1079;Marca_4;Producto_437;5;;;;;;
2311;Marca_4;Producto_4736;36;;;;;;
3555;Marca_5;Producto_4936;34;;;;;;
3833;Marca_4;Producto_3235;8;;;;;;
1698;Marca_3;Producto_4891;14;;;;;;
1533;Marca_4;Producto_2050;23;;;;;;
2925;Marca_4;Producto_1114;3;;;;;;
1655;Marca_4;Producto_4640;4;;;;;;
3728;Marca_5;Producto_4753;2;;;;;;
175;Marca_3;Producto_1218;14;;;;;;
2687;Marca_2;Producto_2329;7;;;;;;
748;Marca_1;Producto_576;64;;;;;;
907;Marca_1;Producto_2543;76;;;;;;
1295;Marca_5;Producto_4664;50;;;;;;
591;Marca_3;Producto_4300;30;;;;;;
2573;Marca_3;Producto_1460;38;;;;;;
92;Marca_3;Producto_1638;14;;;;;;
2353;Marca_3;Producto_4110;91;;;;;;
1627;Marca_2;Producto_3036;8;;;;;;
2717;Marca_4;Producto_270;29;;;;;;
861;Marca_5;Producto_237;25;;;;;;
1430;Marca_3;Producto_3696;35;;;;;;
1000;Marca_5;Producto_3777;99;;;;;;
2368;Marca_4;Producto_3105;5;;;;;;
571;Marca_5;Producto_71;35;;;;;;
431;Marca_2;Producto_3174;15;;;;;;
3961;Marca_2;Producto_4741;14;;;;;;
56;Marca_2;Producto_1574;44;;;;;;
305;Marca_2;Producto_2158;3;;;;;;
67;Marca_3;Producto_57;3;;;;;;
1125;Marca_5;Producto_3838;26;;;;;;
3525;Marca_5;Producto_3229;10;;;;;;
158;Marca_5;Producto_2309;29;;;;;;
959;Marca_2;Producto_2693;9;;;;;;
3360;Marca_5;Producto_4793;66;;;;;;
2499;Marca_3;Producto_2636;10;;;;;;
2385;Marca_2;Producto_2091;59;;;;;;
1347;Marca_3;Producto_3539;1;;;;;;
32;Marca_1;Producto_4659;10;;;;;;
2515;Marca_2;Producto_4995;8;;;;;;
2259;Marca_4;Producto_956;57;;;;;;
229;Marca_2;Producto_1156;20;;;;;;
1999;Marca_2;Producto_3479;1;;;;;;
1712;Marca_2;Producto_1201;27;;;;;;
669;Marca_4;Producto_3717;85;;;;;;
912;Marca_5;Producto_3605;11;;;;;;
2425;Marca_3;Producto_2723;12;;;;;;
1589;Marca_3;Producto_4472;84;;;;;;
1509;Marca_5;Producto_1316;22;;;;;;
1735;Marca_1;Producto_4109;7;;;;;;
2968;Marca_4;Producto_2815;10;;;;;;
1843;Marca_2;Producto_3760;23;;;;;;
2560;Marca_4;Producto_3800;12;;;;;;
3488;Marca_4;Producto_748;37;;;;;;
3959;Marca_2;Producto_937;9;;;;;;
3235;Marca_2;Producto_3020;4;;;;;;
3416;Marca_2;Producto_1190;53;;;;;;
917;Marca_5;Producto_2989;32;;;;;;
2315;Marca_3;Producto_1532;4;;;;;;
1134;Marca_2;Producto_1433;5;;;;;;
594;Marca_1;Producto_4804;70;;;;;;
1468;Marca_3;Producto_2765;5;;;;;;
1912;Marca_5;Producto_207;1;;;;;;
1649;Marca_4;Producto_180;62;;;;;;
121;Marca_1;Producto_1423;17;;;;;;
3579;Marca_1;Producto_4429;16;;;;;;
1251;Marca_1;Producto_3994;36;;;;;;
